Review,Evalu
2+ ein paar szenen waren mir zu drastisch. story und akteure fand ich gut. i like borowski!,1
super tatort...borowskis Rolle wurde klasse umgesetzt.... die itler waren einfach cool....,1
also note 2+,1
bester tatort seit langem,1
"hat ziemlich mau angefangen, ist aber immer besser geworden, 2-",1
klasse krimi...,1
"sehr gut wie immer mit borowski,was ist das für ein handy mit der sprache von sabine?",1
bester tatort seid langem.,1
"naja, werbung für das darknet finfe ich nicht gut, auch wenn das was da gezeigt wurde, weit weg von der Realität ist. sonst ist dad team ja spitze, handlung war aber auch nicht realistisch, mit nicht operierten kaputten finger wird noemand verhört, auch mit stromausfall kommt kein staatsanwalt zu einem verdächtigen, und was wurde aud der Rezeptionistin?",0
einfach genial!!! :-),1
herrlich schräg,1
das war der größte 😡 aller zeiten 👎👎👎,1
eine glatte eins! war sehr spannend und interessant :).,1
"sehr unterhaltsam, a biss'l übertrieben, aber das gehört dazu",1
super tatort! hab mich sehr unterhalten gefühlt.,1
super tatort 5 sterne,1
sehr gut,1
klasse,1
"was war das wieder für ein schlechter tatort ,hat mir überhaupt nicht gefallen . tut mir leit !",0
sehr guter tatort !,1
endlich mal wieder ein sehenswerter tatort. aber bei borowski eigentlich meist der fall.,1
Rolĺschuhlaufende polizisten in einer sterilen lehren fabrikhalle...merkwürdig .aber sonst gut,1
"ein echt starker tatort, saugutes team und die thematik rund ums internet war mir eine lektion! selbst meine tochter (17) wurde von dem thema internet /dark net gefesselt. Und es war auch oft was zum schmunzeln dabei. freu mich schon auf den nächsten kieler tatort!",1
toller tatort....war die nackte dame unbedingt notwendig?,1
"das mit dem gekappten finger hätte besser sein können😊
ansonsten war er gut.",1
ich fand ihn gut,1
spannend und witzig.,1
diese zahlen sprechen für sich und sollten alle (hobby)-kritiker/nörgler verstimmen lassen!!!,1
sehr gut mit sternchen.,1
"top! note 1. bin zwar nichtraucher, aber an ihReR stelle hätte ich mir auch eine angesteckt😉",1
"von der verfolgungsjagt mit dem schwer verletzten ""killer"" durch sämtliche geschäfte mit zwei ein- und ausgängen (inklusive matula-gedächtsnis-Rolle unter dem tor her ;-p ) und durch das stadion in das man auch so ohne weiteres rein und bis aufs spielfeld rennen konnte :-/ mal abgesehen, fand ich den tatort mega spannend, interessant und unterhaltsam!! würde mich freuen sibel kekili öfter im fernsehen zu sehen! finde sie total authentisch! Und milberg als borowski sowieso!",1
"endlich mal ein wirklich gelungener mit spannung geladener tatort, der nur in wenigen passagen zeit zum erholen gab. Rund um top. lob an borowski und seine bezaubernde kollegin",1
"war klasse! tolle story, gut gefilmt. super charaktäre.",1
gut 😀,1
"war gut, gibt bessered",1
"super! herrlich skurril, trotzdem spannend und unterhaltend. borowski schalte ich immer wieder gern ein (im gegensatz zu vielen anderen tatorten...)",1
sUpeR,1
"super spannend, sexy, tolle schauspieler. <3",1
spannend,1
super 1,1
eingeschlafen 6,0
glatte 2 😎👌,1
ich fand ihn super,1
für mich war es streckenweise zu verschwurbelt. frau kekili allerdings at her best ! vor allem das finale mit der falle... lol. gute lektion über das daknet für alle 30+ . Und borowski ohne seine gefährtin ? schwer vorstellbar.,1
"tolles ding! langsam werden die tech tatorte realistischer, wenn auch nicht gaaanz plausibel, doch eine super story! bestes intelligentes tatort team",1
Richtig klasse! große kunst!,1
"😬👎🏻note 6 schade um den kieler tatort , war einfach nur gruselig",0
"ich fand die leistung der schauspieler sehr gut. toll wie sich sebil kekilli entwickelt hat.
das darknet mit dem eisbergmodell zu erklären, war gut...",1
etwas besser als andere tatorte.,1
der schwächste borowski ever!,0
"die schauspieler waren alle top!
es ist allerdings doch sehr übertrieben, dass die frau die ganze drecksarbeit machen musste. also, wenn man das, was sie in ein paar tagen dort erlebt hat, ständig erleben würde, dann kann man sich ja nur die kugel geben....",1
spannend,1
musik hat leider oft die sprache unverständlich gemacht 👎,0
sehr gut.,1
spannend und humorvoll.,1
6 ich bin eingeschlafen,0
klasse tatort !!!!!,1
super!!!!,1
top,1
borowski ist eben borowski auf eine ganz eigene art!,1
eine glatte 1!!!!!,1
"5 = ungenügend , armes d deine pozilei",0
eine gute 2!,1
wohl mit abstand der beste tatort seit langer zeit!!! bitte weiter so!!!,1
mir fehlte am ende der grund für die morde. das war ein manko. ansonsten gut,1
steirerblut am samstag war sehr gut - fühlte mich fast wie zu hause 😂,1
mitreißend und fesselnd! grandios gespielt!! glatte 1 !,1
mal eine ganz eigene thematik. sehr düster... auch mir fehlt der wirkliche grund für die taten... sonst weiter so...,1
seit langen mal wieder ein sehenswerter tatort 👍,1
sehr gelungen! dankeschön dafür 🤘🏼,1
ja der war richtig gut,1
bester tatort seit langem!,1
1 richtig gute Unterhaltung!,1
"ich habe nicht weggeschaltet, lange nicht mehr passiert 👍",1
"1
war mal wieder richtig spannend",1
endlich mal wieder ein tatort der eine 1 verdient hat. ich fand ihn wirklich sehr gut,1
note 2,1
1-2 spannend und verständlich!,1
zum schluß zäh und langweilig aber insgesamt 3+,1
"höchstens eine 4 langeweile pur, wo war das motiv ?",0
"Richtig, richtig gut! aber ich mag das bremer team sowieso! ☺ sehr spannendes thema und auch bis zum schluß gehalten! weiter so! 👍",1
sehr gut.....1,1
gute 2. war endlich mal wieder ein echter tatort.,1
sehr gut,1
"👍 einfach gut, sehr spannend und ergreifend",1
großartig 😎 von anfang bis zum ende,1
"doch, dieser tatort war mal wieder eine note zwei wert.",1
"tolles drehbuch, welches von hervorragenden schauspielern grandios umgesetzt wurde. insbesondere die übermenschliche wie auch die unmenschliche handlung des vaters (Rainer bock) war sowohl in fiktiver, wie auch in schauspielerischer leistung herausragend.
für mich einer der besten krimis aus dieser Reihe.
daher von mir eine glatte 1!",1
mal wieder eine 1 - nach langer langer zeit!,1
endlich mal wieder ein super tatort 👏🏻👏🏻👏🏻,1
"endlich mal wieder ein tatort, bei dem man nicht umschalten wollte. sehr spannend und richtig gut - weiter so!🖒",1
seit langem mal wieder ein klasse tatort gebe note 2,1
dieser tatort spitzenklasse,1
1 gut und unheimliche,1
"meine großeltern sind leider schon tot, eventuell hätten sie es sich angeschaut.",1
2 endlich mal wieder,1
super 1 😊,1
"sehr gut - 1. wirklich schade, dass die beiden aufhören möchten.",1
"eigentlich mag ich den bremer tatort nicht, da so häufig ein erhobener zeigefinger in die story eingearbeitet wird.
gestern allerdings ging es ""nur"" um krimiunterhaltung, und die war vom aller feinsten. 👍",1
"... ich dachte nicht, dass ich für einen tatort mal anstelle einer 6 eine 2 vergeben würde! freue mich darüber total!!!!!!",1
"mir hat dieser tatort gut gefallen. bin traurig, dass postel und mommsen nicht mehr spielen werden. die zwei waren gut in der Rolle. ein gutes team. 🖒😊",1
super tatort 😊,1
gut,1
"eindeutig eine 1! zwar sehr gruselig und brutal, aber endlich mal wieder ein richtiger tatort 👍",1
sehr gut mal ein beispiel nehmen 🤓,1
großartig.,1
glatte 1 !!!,1
ein richtig geiler tatort 1!,1
"guter tatort, protagonist war mir für die Rolle nicht ""strange"" genug.",1
grandios! hat mir sehr gut gefallen,1
was für ein Quatsch...nach gefühlten 20 min. steht der wahnsinnige mörder fest und keiner kann ihn einlochen ??? das hätte jeder streifenpolizist besser gemacht.,0
super ding hst mir sehr gut gefallen,1
spannend von anfang an. mal wieder ein guter tatort.,1
guter tatort. ich liebe dieses ermittlerteam 😍,1
super! ne 1 dafür,1
besser als die meisten tatort-folgen der letzten monate!,1
der beste tatort seit langem,1
bitte weiter so tolle drehbücher und nicht so ein müll was die letzte zeit gezeigt wurde. endlich mal wieder ein tatort der richtig spannend war. bitte weiter so. !!!,1
endlich nochmal ein normaler tatort! ein lob an die darsteller!,1
"ganz toll, spannend bis zum schluss.
glatte 1",1
danke war sehr gut spannend,1
"der tatort gestern absolut ""first""👍👏",1
"war klasse, glatte 1. schade, dass die beiden die tatort-liga verlassen.",1
hat man wieder mal anschauen können 😉,1
an diesen tatort werde ich noch lange denken (Y),1
die erste halbe stunde war gut. danach langweilig und durchschaubar,0
super gefallen - 1!😊,1
"hat mir sehr gut gefallen , hatte mal wieder tatort niveau. 1",1
das war endlich mal wieder ein richtig guter tatort!! die letzten konnte man ja vergessen!,1
guter tatort. sehr gut wäre eine deutliche aussprache der schauspieler gewesen. ist nuscheln eigentlich ein neues stilmittel der Regisseure?,1
"war eklig. psycho. gab es ein reales vorbild? schon spannend, allerdings ob das alles so plausibel ist? naja",0
blödsinn,0
"stark angefangen, aber auch stark nachgelassen. Unter dem strich dennoch eine der besseren episoden der schwächsten tatort saison aller zeiten",1
1 mit sternchen,1
2....endlich mal wieder,1
endlich mal wieder super! dafür eine 1,1
super 1...❗️,1
ich bringe diese senario nicht mehr aus dem kopf und hoffe es gibt keine nachahmung. ist ja widerlich. ...,0
genial und note 1,1
"endlich ein guter, wenn auch beklemmender tatort! super!",1
so gehÖRt tatoRt! !!!,1
"2, endlich wieder spannend, gutes team, soll bleiben...",1
"nach langer, langer zeit endlich noch mal ein ""richtiger"" tatort und nicht irgendwelche pseudo-filmchen oder experimente. moritz führmann hat mich so gefangen weil er so intensiv gespielt hat... hammer!",1
"2, weil besser geht vielleicht doch noch. 👍🏼🙊",1
"Überragend, dicht und spannend, glaubhafter plot.",1
mal wieder ein richtig guter und spannender tatort!,1
"spannend , super gespielt. hat mir sehr gut gefallen!",1
"ziemlich schwere, beklemmende kost gestern abend im tatort... immer wieder sehr gut, das bremer-team! 2",1
glatte 1!!!,1
1 - familiäre abgründe tun sich auf. der tatort hat mir sehr gut gefallen. danke.,1
gut gemacht ! tolle schauspieler !,1
"stellt doch einfach die ganze tatort Reihe ein, die folgen werden immer langweiliger und psychologisch. tatorte al'a schimanski oder so, die gibt es leider nicht mehr.",0
suuuuper schauspieler und recht intensives thema!,1
"was ich nicht begriffen habe, ist, warum der typ aus sexuellen gründen leute überfährt.",0
war mal wieder richtig gut!,1
note 1,1
glatte 1,1
super!,1
1+. supergut.,1
"1, sehr spannend!!",1
war echt mal nen interessanter tatort,1
1 war so spannend,1
eins mit *,1
1 - sehr spannend 👍 die motive des täters waren mir nicht ganz verständlich...,1
endlich mal wieder ein tatort indem der täter und nicht der ermittler der psychopath ist.,1
immer wieder super,1
eins. endlich mal wieder ein tatort mit tollen darstellern. ausserdem war diesmal nicht so ein wirrwahr mit schlaftabletten dabei. wäre wünschenswert wenn es in so einer Richtung weitergeht. alles andere schalte ich als treuer tatort fan mittlerweile ab.,1
"ich hab irgendwie den schluss nicht verstanden
warum hat er die jungen männer getötet
bin ja nicht blond
film war klasse
entschuldige mich schon jetzt für die frage",1
"sehr gut gemacht,spannend bis zum schluß",1
super,1
toll...,1
ich fand ihn toll.aber den schluss habe ich auch nicht verstanden.,1
einfach klasse der tatort......👍👍👍👍👍,1
konnte mich nicht begeistern. keine logik. tatmotiv?,0
"starke anfangsmusik , tocotronic super ! leider ein wenig langatmig dieser tatort. 3",0
"toller tatort, wie eigentlich immer, wenn er aus bremen kommt.",1
1 war ein spannender krimi,1
"von mir note 1 !
seit langem mal wieder ein tatoRt 👍👍",1
spitzentatort - note 1,1
"der war endlich mal wieder zum anschauen bis zum ende! sehr spannend bis echt gruselig! krass!!!✌️
grosses lob für angela Roy😍",1
super note 1,1
"4 🤔 sorry wenn ich anderer meinung bin. war sehr vorhersehbar , depressiv und nur mäßig spannend. hat mir gar nicht gefallen.",0
großartig,1
2 mit *,1
1 mega gut,1
1-2 schade das sie aufhören,1
1 super tatort,1
2 spannend ...aber sehr gruselig...,1
war sehr gut.,1
toller tatort😊,1
top!,1
super...note 1,1
war ein guter tatort. sage mal 2. die neuen teams gefallen mir leider fast alle nicht so gut. die alten hasen sind halt besser 👍,1
"endlich, endlich mal wieder ein guter tatort. danke",1
"also mir hat der tatort nicht so gefallen,ich hab mich gelangweilt",0
war gut....nur spannung hat n bisschen gefehlt,1
"sehr spannend, tolle schauspieler und endlich mal ein Rechtsmediziner, der auch mal über dem spülstein hängt... note 1",1
"nein, zu gruselig, unappetitlich, abartig, krank. bin doch sehr erstaunt, dass die meisten sowas mögen 😳",0
"ich fand den tatort hervorragend! die story war gut, die machart sehr innovativ und bis zum schluss packend! man konnte sich gut in alle charaktere hinein versetzen!",1
spannend und 😊,1
bester tatort seit langer zeit... note 1,1
schwach....!!!!,0
wirklich guter tatort 1,1
"handlung top, aber ich war etwas enttäuscht, dass man relativ schnell den eindeutigen täter erkennen konnte. die tatorte mit spannung bis zum schluss gefallen mir dann doch besser.",1
hat mir gut gefallen. bin nicht eingeschlafen. note 1,1
"note 1, genau so könnte es gewesen sein.",1
glatte 1!!!!!!! war echt begeistert. hat einen von der ersten min an gefesselt! weiter so!!!,1
man hätte mehr ermittlung zeigen sollen statt 45 verschleiern des vaters.,0
note zwei plus,1
"glatte 1, ein tatort und gott sei dank keine komödie",1
sehr spannend.,1
"""tatorte"" sind überflüssig geworden. man ist schon bedient, die täglichen horrornachrichten aus dem wirklichen leben zu verfolgen!",0
"2 sehr gruselig, aber zu schnell zu durchschauen..",1
sUpi,1
danke!!! das war endlich mal wieder ein tatort der seinen namen verdient!,1
super tatort 😉👍,1
einsame spitze 👍,1
endlich mal wieder ein guter tatort!!,1
ganz gut.,1
k l a s s e 1,1
endlich mal wieder ein saugeiler tatort! grandiose leistung der schauspieler! spannung pur...absolute note 1!auf die bremer garde ist verlass!,1
"war mal wieder ein richtig guter tatort, bitte mehr von dieser art...",1
2+ war klasse 👍,1
note 1,1
der war mal richtig gut.,1
note 1,1
"der anfang ließ einen guten tatort vermuten, die letzte stunde war aber ein langweiliges Rumgeeier",0
war mal wieder gut,1
sehr gut....er bekommt von mir ne 2😅,1
endlich mal wieder ein guter tatort,1
1 sehr gut und emotional so nachvollziehbar zum thema loslassen. wahrhaben wollen..verdrängen.,1
note 2,1
"super tatort, sehr gut",1
gelungen,1
war ganz ok. ne 3+...hatte sehr stark was von death proof.,1
super eine 1,1
2 einer der besseren in der letzten zeit,1
super...note 1,1
die beiden hören ja auch auf. dann wird wieder eine spielwiese für die idioten krimis frei.,1
note 1,1
schade das das team aufhört😢,1
gut,1
"1, war super",1
eine eins!,1
"guter tatort mal wieder! ohne flüchtlinge,ohne politik einfach nur mord und psycho! gut so und weiter so!",1
sehr spannend!,1
eklig.,0
"schließe mich arlett an.
schöner krimi mit spannung und ohne politik und flüchtlinge 👍",1
"der hat mir richtig gut gefallen!!!
kein asylanten-thema, man kann es ja schon nicht mehr sehen...
leider hören die 2 nun auch auf, hab das gefühl das die besten ermittler beim tatort gehen ...",1
endlich wieder ein richtig fesselnder krimi. Und die kommissare waren persönlich nicht involviert. ein wunder!,1
sehr gut!,1
war mal wieder ein richtiger krimi,1
"1-...war ein super tatort,sehr viel spannung...nur das ende schwächelte etwas!",1
"endlich mal wieder ein.tatort der die note 1verdient hat.klasse, spannend bis zum ende.",1
1 sehr gut endlich mal wieder,1
war mal wieder spitze eine eins !,1
endlich mal wieder ein guter tatort 👍🏻,1
seit langem mal wieder ein guter tatort!!,1
eins mit sternchen.,1
note 2,1
1!!!! weiter so!,1
"hoffentlich fällt den machern auf, dass die ""alten"" teams besser benotet werden, als die jungen teams!",1
"endlich ein tatort, wie er sein soll. spannung, ermittlung und etwas hintergrund.",1
top,1
"der war sehr sehr fesselnd, spannend mitreißend einfach super gut 🖒🖒🖒🖒",1
bester tatort seit langem,1
eine glatte 1,1
"großartig, 1.",1
geht doch...!,1
das sieht man gern ! so schalte ich weiter ein!,1
bester tatort der letzten zeit,1
"war super. nur das eigentliche motiv blieb etwas unklar. einfach irre, sexuelle motivation, ...? !",1
"2! spannende handlung, tolles team...👍",1
1 - seit langem mal wieder ein richtig guter tatort,1
super tatort,1
endlich mal wieder ein guter tatort,1
das war mal nach langen wieder ein guter tatort👍,1
"note 2. Unterhaltsame und spannende handlung. zum schluss hin leider etwas abflachend. habe das Überraschungsmoment am ende vermisst, irgendwas dramatisches... ansonsten wirklich gut👍.",1
"mal wieder spannend ,sehr gute schauspieler ,bis zum schluss aufregung note 2",1
endlich mal wieder ein sehenswerter tatort,1
endlich mal wieder ein schöner sonntagabend gewesen...nach langem mal wieder ein guter tatort 👍👍,1
2 wegen oliver mommsen,1
super tatort!,1
1 - und wieder so ein tolles team - das leider geht!,1
"wie schrecklich ist das, was ihr sonst anschaut, wenn dieser so gut bewertet wird? criminal minds abklatsche?",0
gibts nicht einfach nur mal spannend ohne ängste über psychos haben zu müssen? wieviel kick braucht ein tatort? sind alle nur noch krank und fälle für die couch? alles ist nur noch extrem!,0
der war gut. also ne 2.,1
seit langem mal wieder ein richtig guter tatort,1
1... super klasse,1
also ne 2+ !!,1
nach langer zeit mal wieder ein guter tatort,1
ging so,1
fing gut an und dann wurde es öde. wie jeder tatort in letzter zeit nichts mehr mit spannung,1
sehr gut!,1
"nach dem ganzen schmarren der letzten zeit gerne 1, einfach​ super!",1
"eine 1 mit 🐝, war sehr spannend.",1
guter tatort,1
ich vergebe gerne eine 1☺ danke für einen sehr guten tatort prädikat sehenswert 👍👍👍,1
das war mal wieder was ... nach den ganzen ausfällen der letzten wochen ...,1
"spannendes thema, gut inszeniert und so glaubhaft gespielt. für mich eine glatte 1!",1
klasse....,1
super spannend nach langem mal wieder vergebe gerne die note 1,1
das Ruder nochmal rumgerissen glatte 1,1
diesmal war er super. nicht künstlerisch. gott sei dank!,1
das war seit langem mal wieder ein richtig guter tatort,1
ich hänge mich den vorredenden an! packender tatort! ☺️,1
gruselig aber echt gut! 👍🏼,1
"sehr spannend, guter tatort 😃",1
ich fine tatorte ohne psychos besser.,0
der tatort war einfach mal wieder total klasse und spannend bis zur letzten minute. stedefreund und lührsen fehlen mir schon jetzt : -/,1
war ganz gut👍,1
"gruselstimmung ist aufgekommen, deshalb gebe ich ihm mal eine 1 ;-)",1
glatte 6 minus,0
"unverschämt , schade um zeit (meine)und geld war auch mein beitrag dabei .ich gebe die note 6",0
doppel 6,0
ich fand' s gut. gab echt schlechtere letzte zeit.,1
"ich will ja garnicht in die kerbe der gebürenplicht verschwendung schlagen, aber das war das schlechteste was ich in meinem leben (70) angeschaut habe. ich frage, sind die verantwortlichen dafür - aus der klappsmühle entlaufen. mit solchen mist ziehen sich ard und zdf immer mehr den zorn der zuschauer zu.",0
6 ohne worte,0
ne sechs!! schade um meine gez gebühren,0
es war gut 👍.i habe mich unterhalten.note 1.,1
das war kein tatort...das war klamauk..... :-(,0
totaler mist!,0
bitte nie wieder solch einen schlechten tatort drehen und senden,0
"nichts gegen provinztheater, war unterste schublade.",0
furchtbar! note 6,0
ludwigshafen sind spitze,1
mir gefiel er überhaupt nicht. note 5,0
"das war mein letzter tatort ,eine glatte 6-",0
ich fand ihn toll!,1
"glatte 6, das thema wurde komplett verfehlt.",0
...eine feinsinnige parodie und herzwärmend gespielt ...💐,1
"ne 4 nervig war die ständig düdelnde unpassende musik, bildsprünge wie bei filmanfängern, die traumszenen waren merkwürdig. solche experimente gehören nicht in einen tatort.",0
note 5,0
"das war kein tatort! eine glatte 6, thema verfehlt!",0
"hat mir überhaupt nicht gefallen, hab weg geschalten. sehr schade.",0
ich gucke jeden sonntag tatort. wirklich immer aber dieses mal musste ich umschalten. note 6,0
note 6,0
zeitweise anstrengend,0
note 8,0
"bin ein tatortfan, aber das war nur eine 5!",0
klare 2,1
6 setzen,0
sehr feinsinnig,1
glatte 6,0
"es war etwas anstrengend und ein wenig zu konfus.. leider nur ""ausreichend""",0
überhaupt nich tatort-würdig.... sorry das war n nettes experiment aber wirklich nix geworden.... :/ 5....,0
"note 6, zum glück lief bei sat1 emotions kommissar beck. vielleicht sollte der tatort mal bei den schweden in die lehre gehen.",0
ne 2 die traumszenen waren klasse gemacht ohne verwirrend zu sein. mit überraschung zum ende. 👍,1
grottenschlecht ...,0
"vom grundgedanke in dialekt , story auch nicht so schlecht aber die umsetzung, die laienschauspieler eine zumutung für die zuschauer.
eine 6 wäre angemessen bekommen aber eine 5- !",0
"ich mag experimente, aber in diesem fall hat mich das improtheater überhaupt nicht erreicht. wenn ich laientheater mit mundart will, dann geh ich gezielt dahin. wenn ich tatort einschalte, will ich auch tatortniveau sehen. in diesem fall war es ein abschalter, auch wenn die tatortshow versucht hat, sich das experiment schön zu reden. schön, dass es den beteiligten darstellern gefallen hat, aber dafür so viel geld zu versenken....",0
"die ""tatorte"" haben schon lange nichts mehr mit der ursprünglichen fassung zu tun
. wir schalten des öfteren einfach ab. note 5",0
er war einfach schräg.... und arschlangweilig,0
"hatte mit tatort nichts mehr zu tun. war total konfus, das ganze und hat mich enttäuscht, weil ich mich immer auf den sonntag abend tatort freue.",0
schade der war nur doof habe umgeschaltet,0
note 6,0
"obwohl ich diesen tatort nicht gesehen habe, bekommt er von mir eine sechs. ludwigshafen ist ohnehin nie ein besonders guter tatort und das ganze dann auf pfälzer mundart, das kann nichts geben.",0
note 6. das war nix. jedenfalls für mich.,0
"ein bis dahin schönes wochenende drohte am sonntag, um 20:15 uhr ortszeit, doch noch versaut zu werden. da half nur umschalten.",0
glatte 6 der ging ja gar nicht!,0
note 6,0
"verdammt, das ging in die buchse!
aber gehörig...
war aber auch echt grottenschlecht und todlangweilig...
dazu wirkte es wie lowest low budget...",0
ach nee. wie ein abklatsch vom ohnesorg - theater! softkrimi! macht mal wieder was anständiges. schaut nach skandinavien! neue tatorts werden immer blöder. 5.,0
übel 5-6,0
"es wird zeit das derartige experimente nicht mehr zu lasten der zwangsgebührenzahler gehen! entweder bekommt man den sonntag abend von psychisch kranken ermittlern oder politischen themen versaut. die menschen wollen einfach gute unterhaltung aber sie wollen sonntags nicht gezwungen werden an experimenten, die anscheinend linksgrünen hirnen entsprungen sind teilnehmen. davon erleben wir im alltag genug aber klar ist auch, so geht tatort nicht!",0
experiment eindeutig gescheitert :(,0
glatte 6 ... wenn es eine 7 gäbe hätte ich eine 7 gegeben . einfach schlecht !,0
"langsam reichts, liebe ard. 😠👎",0
"zum ersten mal im leben abgeschaltet . glatte 6 .
vielleicht bin ich zu dumm aber das hatte für uns keinen sinn.",0
umgeschaltet.,0
glatte 1!!,1
"leider 6! nervige handlung ,nervige blagen um die drumherum gearbeitet werden musste.schade eigentlich für einen sonst hochklassig guten tatort.",0
"hm,es war ein versuch,der spannungsbogen wollte sich nicht aufbauen,es war anstrengend!",0
"peinlich blöder mist, schlecht gespielt. warum geben sich schauspieler für so etwas her. eine zumutung für den zuschauer, die man keine 90 minuten erträgt. 😡🤢",0
ich fand den improvisierten tatort richtig gut. ..kein klassischer tatort ...gut mag wohl nicht jeder....mich hat er gefesselt... die darstellung war so direkt. ..wie in einem guten theater und das hat mir sehr gut gefallen. ...,1
ne fette 1!!!!!!!,1
schlechtester tatort ever,0
nichts für mich ...note 5,0
schrott!!! 👎🏼👎🏼👎🏼,0
ich fand ihn gut. die leute waren so echt! das fand ich echt super!,1
"muss man experimente zur besten sendezeit machen? der erste tatort ""taxi nach leipzig"" ist bis heute kult. der letzte tatort sollte ""flug zum mond"" heissen. dorthin gehören nämlich die verantwortlichen für die neusten tatortfolgen geschossen.",0
ich fand ihn super! wirkte sehr echt und ich war gut unterhalten.,1
nullpunkt gleich 6.,0
fernseher ausgeschaltet und früh schlafen gegangen.,0
"ganz ganz schrecklich, wenn es eine 7 geben würde, hätte ich die genommen",0
katastrophe :-(,0
zwischenzeitlich hat es sehr konzeptlos gewirkt (was es offensichtlich auch sein sollte )! unterhaltsam war's nicht so wirklich :(,0
"ganz ganz schlecht. improtheater ist supercool, aber das was da über den äther lief, konnte nicht mal mit dem schlechtesten das ich je live gesehen habe, mithalten. bitte bitte keine experimente mehr liebe tatortmacher. in den letzten monaten hat man das gefühl, dass auf teufel komm raus versucht wird, dem zuschauer neues zukommen zu lassen. dreht einfach einen soliden krimi mit humor oder dramatik und gut ist. danke.
ich habe geschaltet gestern. note 6",0
das letzte im ersten! 👎,0
"zum ersten mal seit langem habe ich umgeschaltet, fürchterlich....",0
"6 -, setzen !",0
"leider schwach, ich bin eh kein fan des swr-tatorts...
viele gestelzte dialoge, man hat manchmal schon gemerkt, dass das drehbuch fehlte...",0
"also die 4 gab es nur weil ich das team immer noch toll finde.
ich mag experimente, aber dieses ist für meinen geschmack daneben gegangen.",0
hört endlich auf mit dem käse und produziert wieder tatort wie früher.... wer will den so nen mist sehen...,0
"ich hab mich richtig gut amüsiert und bin bis zum schluss gespannt dabei geblieben. die traumsequenzen fand ich etwas übertrieben und die musik war nicht so toll, die darsteller aber dafür richtig gut! die story kam zugunsten des teams etwas zu kurz, aber das fand ich nicht schlimm.
großes lob und bitte öfter mehr mut!",1
schlechtester tatort seit langem.,0
grausam- alleine der dialekt👎,0
voll daneben,0
"note 6,der tatort war zum abschalten",0
ganz furchtbar,0
"schlechter als note 6.....als die unerträglichkeit schmerzte,haben wir ausgeschaltet.",0
peter lustig sagte mal: abschalten. 6!,0
"umgeschaltet,einfach nur grausam langweilig 😣",0
6 punkte,0
eine glatte 6. das hatte die serie tatort nicht verdient.,0
der schlechteste 6,0
note 6- ! ein karnevalsscherz!,0
altbacken und langweilig!,0
"sehr schönes kammerspiel. knuddelig, süß, regional, improvisiert. was für theaterfans, wie mich.",1
"mal wieder zum umschalten,so ein quatsch",0
"tatort war bei mir mal ""kult"" - der ist seit gestern endgültig gestorben ...",0
6 ist mehr als gerecht und es kommt noch so einer schade,0
leider gibt's keine sieben.,0
"mut finde ich ja gut, aber bitte keine wiederholung, wenn es beim publikum nicht gut ankommt. das war leider nix... diese ganze flüsterei war auch nervig. ich hab bis zum crazy schluß durchgehalten, aber das war schon anstrengend. bitte nicht nochmal!",0
6 ganz schlecht,0
eigentlich ne glatte 7,0
für'n knallroten sack. 😉,0
"schlecht
kaum spannung
boring",0
einfach schrecklich 😒,0
wie schwer es mir auch fällt aber eine 6 ist hier das einzige das ich geben kann 😏,0
einfach nur unerträglich schlecht.... !,0
bitte nicht nochmal!,0
sechs minus !!!👎👎👎😎,0
6 !!!!,0
tatort wird nicht mehr geschaut !!!😸😸😸,0
"schade, dass fast niemand seine schlechte note begründet. wäre interessant. ich fand ulrike folkerts großartig, ist richtig aufgeblüht.",1
thema verfehlt = setzen = #sechs,0
echt schlimm...,0
"netter versuch, teilweise lustige reaktionen auf unerwartete dialoge - aber eher nimmer bitte!",0
nach 30 minuten musste ich umschalten. das war sowas von schlecht.,0
"1+, ganz großes theater war das :) mehr davon",1
"note 5 .... der fall war gut aber wie der tatort aufgebaut war, gefiel mir nicht",0
war echt nicht meinst deswegen 6,0
"war mal anders. aber das grundkonzept,nachdem alle nach den letzten tatorts schrien 😉,war da: tote und mördersuche und fall wird gelöst. also was wollt ihr? okok,der dialekt war extrem,aber ich als badener verstand alles 😉es war hin und wieder komisch furchtbar aber unterhaltsam. schön dass lena und die stern so nett miteinander umgingen,schade dass kopper so wenig da war. von mir deshalb eine note 3 ☺☺☺",1
der schlimmste tatort den ich je gesehen hab. nach 20 minuten direkt umgeschaltet,0
"geht so, ich finde eine 4 angemessen. die story hat mich persönlich nicht angesprochen, die traumszenen hätte man besser weglassen sollen und ich habe kopper vermisst.",0
"war ein aussergewöhnlicher versuch, warum nicht. aber ich habe oft den dialekt nicht verstanden. daß die kollegin ständig ihre zwei kinder dabei hatte und irgendwo abladen wollte ""zum aufpassen"" fand ich sehr nervend.",0
fürchterlich.... lieber alle schimanski tatorte wiederholen. tatort ist allgemein sowas von schlecht geworden!,0
schrott hoch 10,0
fast so schlimm wie schweiger,0
"was für eine laientruppe😂 selten so schlechte darsteller gesehen. wenn es ein test war, um zu sehen ob der zuschauer schon total verblödet ist, dann habt ihr angesichts der kommentare, sicher gemerkt, dass dies nicht der fall ist.",0
glatte 6,0
ätzend !,0
"ich gebe eine 5, war langweilig.",0
"kann mann ja mal machen, aber nicht als tatort 6",0
